Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans4,50. 下列何者不是電子病歷的目標？(*537),醫療決策的支援 ,臨床教學及研究,醫療訴訟的依據 ,醫療資訊交換的唯一標準,201610,(*537),28
Ans1,45. 下列何者沒有規定在「醫療機構電子病歷製作及管理辦法」中？(*548),電子病歷應符合以 XML 技術為基礎的國際醫療資訊標準規範,電子病歷之簽名或蓋章，應以電子簽章方式為之,實施電子病歷，應將開始實施之日期及範圍報請主管機關備查,電子病歷於法定保存期限內，其內容應可完整呈現，並得隨時列印或取出供查驗,201704,(*548),28
Ans3,46. 電子病歷上之簽名或蓋章，依法應以電子簽章方式為之，且應在病歷製作後多久內完成？(*548),72 小時 ,48 小時 ,24 小時 ,12 小時,201704,(*548),28
Ans2,38. 依據「醫療機構電子病歷製作及管理辦法」中，對於電子病歷資訊系統應有符合規定的管理措施，其中不包括下列哪一項？(*548),訂有保障電子病歷資料安全之機制 ,訂有符合醫療資訊標準交換之機制,訂有保持資訊系統時間正確之機制 ,訂有系統故障之緊急應變機制,201711,(*548),28
Ans2,46. 健康資訊網站的評估標準，對於服務資訊內容必須適當的公開，所應揭露的資訊，不包括下列何者？(*545),醫師的專業 ,病人罹患的疾病和聯繫電話地址,贊助商或網站經費來源 , 作者或網管人員的聯絡方式,201811,(*545),28
Ans1,47. 以下關於全民健保資料庫的敘述何者錯誤？(*551),健保資料屬於衛生福利資料應用管理要點中的二級資料,健保資料的使用場所為衛生福利資料科學中心暨研究分中心獨立作業區,健保資料申請核准後，使用期限為三年。,應用健保資料進行研究，仍需通過倫理委員會(IRB)審查,201811,(*551),28
Ans1,9. 以下關於全民健保資料庫的敘述何者錯誤？(*551),健保資料屬於衛生福利資料應用管理要點中的二級資料,健保資料的使用場所為衛生福利資料科學中心暨研究分中心獨立作業區,健保資料申請核准後，使用期限為三年。,應用健保資料進行研究，仍需通過倫理委員會(IRB)審查,201904,(*551),28
Ans4,46. 病人資訊即為有關疾病、治療或藥物等幫助病人處理身體不適症狀之健康資訊；其與電子化健康之差異為病人資訊不一定要通過資訊科技來取得，傳統醫療院所提供之紙本資訊一樣可達到提供資訊的目的，請問下列何者不屬於病人資訊？(*541),醫學治療指導 ,另類治療 ,自我照護資訊 ,手術同意書,201911,(*541),28
Ans1,47. 以下關於全民健保資料庫的敘述何者錯誤？(*551),健保資料屬於衛生福利資料應用管理要點中的二級資料。,健保資料的使用場所為衛生福利資料科學中心暨研究分中心獨立作業區。,健保資料申請核准後，使用期限為三年。,應用健保資料進行研究，仍需通過倫理委員會(IRB)審查。,201911,(*551),28
Ans2,35. 全民健保資料庫不包含以下何種分檔？(*556),門診處方及治療明細檔 ,放射檢查處方及報告檔,特約藥局處方及調劑明細檔 ,住院醫療費用清單明細檔,202004,(*556),28
Ans1,50. 以下關於全民健保資料庫的敘述何者錯誤？ (*551),健保資料屬於衛生福利資料應用管理要點中的二級資料,健保資料的使用場所為衛生福利資料科學中心暨研究分中心獨立作業區,健保資料申請核准後，使用期限為三年,應用健保資料進行研究，仍需通過倫理委員會(IRB)審查,202004,(*551),28
Ans1,"45. 醫學教育資訊分類，對於 A：電子化健康、B：病人資訊、及 C：消費者健康資訊等三者，是否需要利用科技產品或技術來提供資訊，下列何者正確？(*541, 542)",A 需要，而 B 和 C 不一定要 ,A 和 C 需要，而 B 不一定要,A、B 和 C 三者都需要 ,A、B 和 C 三者都不一定要,202011,"(*541, 542)",28
Ans3,"46. 對於全民健康保險研究資料庫的敘述，下列何者不正確？(*556, 557)",具編號欄位且經識別化處理，有限制使用對象和使用場所的一級資料。,可以進行單一疾病為導向的研究，或政策影響分析等外在因子研究。,醫令明細檔以單一欄位就可辨識個別就診紀錄，資料檔案間容易串聯。,衛生福利部成立資料科學中心提供健保資料庫使用之申請服務。,202011,"(*556, 557)",28
Ans1,11. PDCA 循環是指：(*29),"Plan, Do, Check, Action ","Plan, Do, Check, Assess","Plan, Document, Check, Action ","Plan, Do, Control, Action",200811,(*29),29
Ans4,"38.下列描述何者為非？ (*567,570,571)",美國統計學家載明之PDCA管理也適用於改善醫療品質,台灣目前常見的醫療院所同儕品質指標參考主要是TQIP與THIS,TQIP主要內容為提供急性、精神與長照指標 ,THIS主要由財團法人醫院評鑑暨醫療品質策進會所主導。,200909,"(*567,570,571)",29
Ans4,9. PDCA 循環是指 (*567),Plan， Do， Control， Action,Plan， Do， Check， Assess,Plan， Document， Check， Action,Plan， Do， Check， Action,201003,(*567),29
Ans4,50.那一項不是台灣醫療照護品質指標 (*571),門診指標 ,急診指標,住院指標 ,藥品指標 ,201003,(*571),29
Ans4,48. 下列何者不是衡量醫療品質的面向? (*566), Structure , Process , Outcome , Cost,201211,(*566),29
Ans4,49. 醫療品質管理中強調品質管理沒有終點，應該不斷循環，在操作上轉化成 PDCA 循環，其中 P 是指? (*567), Protocol , Process , Prototype , Plan,201211,(*567),29
Ans1,31: 裘蘭提出所謂的品質三部曲（Juran Trilogy）是指 ? (*563),由品質規劃期到品質控制期再到品質改善期,由品質控制期到品質規劃期再到品質改善期,由品質規劃期到品質改善期再到品質控制期,以上皆是,201303,(*563),29
Ans1,32: PDCA 循環是指 ? (*567),Plan， Do， Check， Action,Plan， Do， Control， Action,Plan， Document， Check， Action,Plan， Do， Check， Assess,201303,(*567),29
Ans3,39. 戴明所提出的 85-15 規律，也就是意外發生時 15%的原因是來自? (*567),作業系統錯誤,程序錯誤,人為因素,天候因素,201311,(*567),29
Ans1,40. 戴明循環是指? (*567), PDCA , SOAP , CPOE , THIS,201311,(*567),29
Ans2,43. 醫療品質大師 Donabedian 在如何衡量醫療品質的研究中，指出要衡量醫療品質有三個面向，分別可以從結構（structure）、過程（process）和結果（outcome）面來衡量品質。過去醫療界在醫療品質的衡量方面，都比較重視從結構面客觀的數據來做品質的規劃跟品質的改善與監控，可是現在的思維都已經逐漸轉向希望能找到下列哪些面向夠多的指標，來幫助我們做品質的監控及改善？ (*563), 結構面與過程面 , 過程面與結果面, 結構面與結果面 , 以上皆是,201403,(*563),29
Ans3,44. 戴明提出「85-15 規律」，即意外發生時 85％的原因是作業系統或程序錯誤，只有 15％是下列何種原因所造成，希望強調系統性的思考，而不是大家因為怕受到指責互相推卸責任？ (*564), 還是作業系統或程序錯誤的原因 , 機械的原因, 人為的原因 , 天候的原因,201403,(*564),29
Ans2,45. 在醫療品質管理中『PDCA 循環』是指？ (*565)," Protocol, Drug, Check, Alert "," Plan, Do, Check, Action"," Plan, Do, CDA, Alert "," Process, DICOM, CDC, Action",201403,(*565),29
Ans3,44.戴明的 PDCA 循環中 A 指的是? (*564~565), Accomplishment , Accommodation , Action , Achievement,201504,(*564~565),29
Ans1,46.21 世紀的醫療品質管理，強調的是下列哪一種為中心的全面品質管理? (*570),病人 ,醫院 ,醫護,人性,201504,(*570),29
Ans2,39.戴明的 PDCA 循環是指下列何者?(*565),Plan， Diagnosis， Control， Assessment,Plan， Do， Check，Action,Paper， Document， Change， Access,Plan， Do， Check， Assessment,201511,(*565),29
Ans4,35.那一項不是醫學資訊的分類 (*580),學術研究導向的醫學資訊 ,實際醫療導向的醫學資訊,教育導向的醫學資訊,交易導向的醫學資訊,201003,(*580),30
Ans2,47. 下列何者不是醫療機構的三大責任之一: (*591), 研究 , 營利 , 服務 , 教學,201109,(*591),30
Ans1,33: e-Health 的 e 代表 ? (*579),electronic ,electable ,elaborate ,elucidative,201303,(*579),30
Ans3,18. Health on the Net Foundation 所訂定的醫學及健康網站執行原則 Hon code，不包括下列何者? (**583-4),權威性(Authority)：作者應為專業人員,補助性(Complementary)：不可替代主治醫師的治療,透明化(Transparency)：網站應確實公布病人姓名及諮詢內容,屬性(Attribution)：標明文章來源、日期,201311,(*583-4),30
Ans4,46. Health on the Net Foundation 所訂定的醫學及健康網站執行原則 HON code 中，下列敘述何者不正確 (*583), 作者應為專業人員 , 不可替代主治醫師的治療, 應標明文章來源和日期 , 網站的贊助者應予保密，不可以公開,201403,(*583),30
Ans3,34. Health on the Net Foundation 所訂定的醫學及健康網站執行原則 HONcode 中，下列敘述何者不正確？ (*583), 作者應為專業人員, 不可替代主治醫師的治療, 網站的贊助者應予保密，不可以公開, 著者透明化，能與作者聯繫,201411,(*583),30
Ans2,48. Health on the Net Foundation 所訂定的醫學及健康網站執行原則 Hon code，不包括下列何者？(*583),著者透明化：能與作者聯繫,諮詢內容透明化：網站應確實公布病人姓名及諮詢內容,贊助者透明化：公開資金、基金或政府贊助,廣告及編輯方針的公正誠實,201711,(*583),30
Ans1,48. 下列何者不是政府最近十年來發展遠距健康照護服務時期的主要工作內容？(*593~595),研究以ISDN或T1專線等各種不同頻寬網路進行遠距視訊同步會診,因應傳輸組合的多樣性，修訂完成遠距生理資訊傳輸驗測規範,於人潮聚集之公眾場所設立遠距生理量測據點，協助民眾做好自我健康管理,推動4G智慧照護服務計畫，執行遠距智慧健康照護平台建置,201811,(*593~595),30
Ans1,36. 下列何者非需要遠距醫療的主要原因之一？(*589),到醫院就診容易發生交互感染 ,需要改進轉診及照會的品質,促進個案討論、學術交流 ,提供偏遠地區醫師繼續教育,202004,(*589),30
Ans4,47. 下列何者對於改善偏遠地區的醫療資源缺乏和醫師教育最有幫助？(*589),傳染病電子病歷自動通報 ,電子病歷交換,健保論病例計酬 ,遠距醫療,202011,(*589),30
Ans1,12.下列那一項不是健保資料庫提供的研究資訊？ (*598),健保財務統計資訊 ,藥物資訊 ,醫療院所資訊,疾病資訊,200909,(*598),31
Ans3,21.全民健保資料庫不包含以下何種分檔? (*599),門診處方及治療明細檔,特約藥局處方及調劑明細檔,特約檢驗所檢驗結果資料檔,住院醫療費用清單明細檔,201010,(*599),31
Ans2,28. 全民健保資料庫不包含以下何種分檔: (*599), 門診處方及治療明細檔 , 特約檢驗所檢驗結果資料檔, 特約藥局處方及調劑明細檔 , 住院醫療費用清單明細檔,201109,(*599),31
Ans1,48. 健保資料庫原始檔建議轉換成 CSV 格式，請問 CSV 哪三個字的縮寫: (*611), Comma Separated Values , Common Separated Values, Clinical Separated Values , Critical Separated Values,201109,(*611),31
Ans4,34: 自 1998 年起，中央健保局將全民健保資料庫，委託那一個單位建立以學術研究為目的之研究資料庫 ? (*597),中央研究院 ,國家科學委員會,國民健康局 ,國家衛生研究院,201303,(*597),31
Ans3,19. 健保抽樣歸人檔提供的檔案種類不包括下列何者? (**599),門診處方及治療明細檔(CD),住院醫療費用清單明細檔(DD),急診醫療費用明細檔(ED),特約藥局處方及調劑明細檔(GD),201311,(*599),31
Ans2,41. 國家衛生研究院自 1998 年開始提供健保資料庫服務，請問一開始提供的是多少比多少的抽樣檔? (*597), 100:1 , 500:1 , 1000:1 , 10000:1,201311,(*597),31
Ans3,47. 全民健康保險資料庫的承保抽樣歸人檔，每組共抽出五萬人，抽出樣本之哪三種變項的分佈，與母體間並無明顯差異？ (*598), 年齡、性別、地區 , 年齡、地區、費用, 年齡、性別、費用 , 性別、地區、費用,201403,(*598),31
Ans1,35. 全民健康保險資料庫目前提供十餘種特定主題分檔的資料，其中不包括下列哪一種？ (*600), 死亡 , 牙醫 , 癌症 , 糖尿病,201411,(*600),31
Ans1,40.全民健保資料庫的承保抽樣歸人檔，不包含下列哪一種檔案?(*598),急診處方及治療明細檔 ,門診處方及治療明細檔,特約藥局處方及調劑明細檔 ,住院醫療費用清單明細檔,201511,(*598),31
Ans1,46.針對健保資料庫ㄧ般申請資料的敘述，下列何者錯誤?(*610),所提供的資料是採用 XML 格式，非常方便處理,資料包括門診、住院和特約藥局,承保抽樣歸人檔的五萬人樣本，其年齡、性別和費用等三種變項分布，與母體間並無明顯差異,特定主題分檔包括牙醫、中醫藥、癌症等十幾種疾病的門診處方治療明細,201603,(*610),31
Ans4,44. 全民健康保險資料庫的承保抽樣歸人檔，每組共抽出五萬人，抽出樣本之哪三種變項的分佈，與母體間並無明顯差異？(*598),投保的保費、地區、行業別 ,門診、住院、特約藥局,科別、診斷、用藥 ,年齡、性別、費用,201711,(*598),31
Ans2,49. 醫療管理決策支援，採用資料倉儲或資料探勘的技術，以下列何者為主？(*602),"開放資料庫連結(Open Database Connectivity, ODBC)","線上分析處理(Online Analytical Processing, OLAP)","線上交易處理(Online Transaction Processing, OLTP)","開放系統互連標準(Open System Interconnection Standard, OSIS)",201811,(*602),31
Ans2,48. 醫療管理決策支援，採用資料倉儲或資料探勘的技術，以下列何者為主？(*602),開放資料庫連結(Open Database Connectivity; ODBC),線上分析處理(Online Analytical Processing; OLAP),線上交易處理(Online Transaction Processing; OLTP),開放系統互連標準(Open System Interconnection Standard; OSIS),201904,(*602),31
Ans4,49. 在大數據時代中，必須資料倉儲與商業智慧系統靈活運用，下列哪一種不是所應用到的技術？(*602),平衡計分卡(BSC) ,儀表板(Dashboard),資料純化(ETL) ,線上交易處理(OLTP),201904,(*602),31
Ans4,43. 平衡計分卡的四大構面，下列何者正確？(*609),資料庫構面、網路構面、醫學影像構面、資訊安全構面,財務構面、顧客構面、內部流程構面、外部流程構面,醫院構面、病人構面、保險構面、資訊構面,財務構面、顧客構面、內部流程構面、學習與成長構面,201911,(*609),31
Ans2,44. 醫療管理決策支援，採用資料倉儲或資料探勘的技術，以下列何者為主？(*602),開放資料庫連結(Open Database Connectivity; ODBC),線上分析處理(Online Analytical Processing; OLAP),線上交易處理(Online Transaction Processing; OLTP),開放系統互連標準(Open System Interconnection Standard; OSIS),201911,(*602),31
Ans1,45. 以下那一項不是平衡計分卡的績效評估指標？(*608-609),服務構面 ,顧客構面 ,內部程序構面 ,學習與成長構面,202004,(*608-609),31
Ans2,49. 醫療管理決策支援，採用資料倉儲或資料探勘的技術，以下列何者為主？(*602),開放資料庫連結(Open Database Connectivity;ODBC),線上分析處理(Online Analytical Processing; OLAP),線上交易處理(Online Transaction Processing; OLTP),開放系統互連標準(Open System Interconnection Standard; OSIS),202004,(*602),31
Ans1,30. 以下那一項不是平衡計分卡的績效評估指標？(*608~609),服務構面 ,顧客構面 ,內部程序構面 ,學習與成長構面,202011,(*608~609),31
Ans2,48. 醫療管理決策支援，採用資料倉儲或資料探勘的技術，以下列何者為主？(*602),開放資料庫連結(Open Database Connectivity; ODBC),線上分析處理(Online Analytical Processing; OLAP),線上交易處理(Online Transaction Processing; OLTP),開放系統互連標準(Open System Interconnection Standard; OSIS),202011,(*602),31
Ans2,49. 建構資料倉儲商業智慧系統，主要之成功關鍵因素不包括下列何者？(*607),確立管理者目標 ,確立組織資金充裕,了解產品的趨勢 ,專業技術與專業顧問參與,202011,(*607),31
Ans4,11.下列那一項不是基因的成對序列排比？ (*624),全域排比 ,半全域排比 ,區域排比 ,半區域排比,200909,(*624),32
Ans3,18. 下列何者並非國際生物資訊資料庫最大的特色之一: (*630), 逐漸走向國際整合 , 逐漸走向同步化, 逐漸走向化整為零 , 逐漸走向多元化,201109,(*630),32
Ans4,50. 美國公開基因序列資料庫 GenBank 是由哪一個單位負責維護? (*630), EBI , FBI , CIA , NCBI,201211,(*630),32
Ans4,42. 生物資訊大致上可被區分為三個主要的方向，下列何者為非? (*621),基因序列分析演算法開發,生物資料庫的建置,生物資料工具及資料探勘,黑心食品資料庫的建置,201311,(*621),32
Ans4,50. 國際 IHE 依據各醫療應用領域的特性，建立相關的技術架構，其中最適合應用於跨機構電子病歷資料交換過程的整合規範(Integration Profile)為何？(*624), CT(Consistent Time) , ATNA(Audit Trial and Node Authentication), SWF(Scheduled workflow) , XDS(Cross Enterprise Document Sharing),201811,(*624),32
Ans1,50. IHE 技術技架構所制定的整合規範書(integration profile)，主要是用何者來描述？(*620),Actors(角色)和 Transactions(交易),Entity(實體)和 Act(行為),Role(角色扮演)和 Participation(參與),ActRelationship(行為關係)和 RoleLink(角色連結),201904,(*620),32
Ans4,45. 關於 Integrating the Healthcare Enterprise (IHE)的敘述，以下何者錯誤？(*617-620),IHE 主要是為了建構健康資訊系統間的互操作性(Interoperability)。,健康資訊系統間的互操作性可分成三個層級，其中語意層級為最高層級。,IHE 的整合規範包含醫療作業流程中的「角色」與「交易」。,IHE 發展相關標準的程序，第一步是辦理實機連測。,201911,(*617-620),32
Ans2,37. 下列何者不是健康資訊產業整合(IHE)協會主要的工作？(*619),制定醫療資訊系統的標準規範書供廠商作為產品開發的依據,開發建置符合標準的醫療資訊系統並銷售給醫療院所,定期辦理產品的實機聯測活動,公告各廠商的產品經過檢測和驗證,202004,(*619),32
Ans2,50. 健康資訊科技的互操作性(Interoperability)，可以區分為不同層級的資料解譯，越高層級越不容易處理，下列哪一層級最高？(*617),基礎(foundational) ,語意(semantic),結構化(structural) ,語法(syntax),202011,(*617),32
Ans2,26.我國 1995 年開始之 NII 遠距會診先導系統，是屬於：(*33),同步視訊之遠距健康照護 ,同步視訊之遠距醫療,非同步視訊之遠距健康照護 ,非同步視訊之遠距醫療,200811,(*33),33
Ans2,"37.下列描述何者為非？ (*645,647,650)",遠距醫療是結合資訊(電腦)、通信(訊)與醫學(療)知識,依現有法規，遠距醫療環境只能用於遠距會診，不可用於醫學教學,醫院院內建置無線網路、結合行動護理車是希能達成行動醫療服務,藉由未來如WiMAX/4G等高頻寬及高覆蓋率之無線網/通訊號，健康照護將可由醫院延伸至社區與居家。,200909,"(*645,647,650)",33
Ans3,34.那一項是台灣遠距醫療最新的應用領域 (*650),遠距教學 ,遠距會診,遠距健康照護 ,遠距諮詢,201003,(*650),33
Ans3,49. 下列何者非需要遠距醫療的主要原因: (*646), 偏遠地區醫療資源仍缺乏 , 提供偏遠地區醫師繼續教育, 成為資訊化社會 , 滿足特殊照顧需求,201109,(*646),33
Ans4,32. 下列描述何者為非? (*645，647，650), 遠距醫療是結合資訊(電腦)、通信(訊)與醫學(療)知識, 藉由未來如 WiMAX/4G 等高頻寬及高覆蓋率之無線網通訊號，健康照護將可由醫院延伸至社區與居家, 醫院院內建置無線網路、結合行動護理車是希能達成行動醫療服務, 依現有法規，遠距醫療環境只能用於遠距會診，不可用於醫學教學,201211,"(*645,647,650)",33
Ans3,35: 台灣遠距醫療之發展源自 1994 年開始推動之國家資訊基礎建設，該建設之英文簡稱為 ?(*647),CII ,III ,NII ,以上皆非,201303,(*647),33
Ans1,20. 遠距醫療的功能，不包括下列何者? (**650), 遠距給藥 ,遠距生理量測 ,遠距會診 ,遠距醫護人員教育,201311,(*650),33
Ans4,43. 下列何者為需要遠距醫療的主要原因? (*646),偏遠地區醫療資源仍缺乏,需要改進轉診及照會的品質,滿足特殊照護需求,以上皆是,201311,(*646),33
Ans1,36. 遠距醫療的功能，不包括下列何者 ? (*640), 遠距給藥 , 遠距生理量測 , 遠距會診 , 遠距醫護人員教育,201411,(*640),33
Ans3,37. 下列何者非需要遠距醫療的主要原因？ (*646), 偏遠地區醫療資源仍缺乏 , 提供偏遠地區醫師繼續教育, 減少醫療資源浪費 , 滿足特殊照顧需求,201411,(*646),33
Ans1,47.下列關於遠距醫療的功能敘述何者錯誤? (*640),遠距給藥 ,遠距會診 ,遠距生理訊號量測 , 遠距醫護人員教育,201504,(*640),33
Ans1,48.下列哪一個非需要遠距醫療的主要原因? (*641),提供都會地區醫師繼續教育 ,需要改進轉診及照會的品質,促進個案討論、學術交流 ,偏遠地區醫療資源仍缺乏,201504,(*641),33
Ans1,47.衛生福利部的遠距健康照護計畫，主要分為哪幾種健康照護服務模式?(*645),機構式、社區式、居家式 ,全國、縣市、鄉鎮區,集中式、分散式、獨立式 ,老年人、慢性病、嬰幼兒,201603,(*645),33
Ans4,47. 下列何者不是需要遠距醫療的主要原因？(*641),偏遠地區醫療資源仍缺乏。 ,需要改進轉診及照會的品質。,提供偏遠地區醫師繼續教育。 ,為老人及慢性病患者送藥到府服務。,201610,(*641),33
Ans1,47. 下列何者非需要遠距醫療的主要原因？(*641),保障病人安全 ,偏遠地區醫療資源仍缺乏,需要改進轉診及照會的品質 ,促進個案討論、學術交流,201704,(*641),33
Ans3,35. 衛生福利部的遠距健康照護計畫，主要分為三種健康照護服務模式，不包括下列哪一種?(*645),機構式 ,社區式 ,行動式 ,居家式,201711,(*645),33
Ans2,27.醫院為評估其顧客、財務、流程及學習等績效指標是否達成其經營之策略及願景，所採用之系統稱為：(*34),商業智慧系統(BIS) ,平衡計分卡系統(BSC),知識管理系統(KMS) ,決策支援系統(DSS) ,200811,(*34),34
Ans4,10.以下那一項不是平衡計分卡的績效評估指標？ (*664),顧客構面 ,財務構面 ,內部程序構面 ,外部環境構面,200909,(*664),34
Ans3,"36.下列描述何者為非？ (*657,660,663,666)",建置資料倉儲(data warehouse)是商業智慧系統(BIS)與平衡記分卡(BSC)的基礎,BIS必須具備多維度(multi-dimension)分析的功能,BIS的各個構面必須與醫院願景等串連成策略地圖(strategy map),資料倉儲計畫失敗大部份係因無法切中醫院經營目標。,200909,"(*657,660,663,666)",34
Ans4,33.下列那一項屬於醫院的商業智慧系統(Business Intelligence System， BIS)的功能 (*657),資料探勘 Data Mining,線上分析處理 Online Analytical Processing,知識管理 Knowledge Management,以上皆是,201003,(*657),34
Ans2,20.醫院為評估其顧客、財務、流程及學習等績效指標是否達成其經營之策略及願景，所採用之系統稱為：(*657-667),商業智慧系統(BIS) ,平衡計分卡系統(BSC),知識管理系統(KMS) ,決策支援系統(DSS),201103,(*657-667),34
Ans1,19. 下列何者系統是在醫院資訊系統架構下之後端整合性管理資訊系統，也是目前國內醫療界最急需提升醫院管理層次的重要資訊整合性資訊系統: (*657), BIS(Business Intelligence System) , CIS(Clinical Information System), HIS(Healthcare Information System) , 以上皆非,201109,(*657),34
Ans2,21. 以商業智慧或資料倉儲，呈現整合性醫療決策資訊，通常是使用下列哪一種方法?(**658),資料庫正規化(DataBase Normalization),"線上分析處理(OLAP, Online Analytical Processing)","線上交易處理(OLTP, Online Transaction Processing)",範例查詢(QBE ;Query By Example),201311,(*658),34
Ans3,48. Kaplan & Norton 於平衡計分卡的觀念，是將績效評估指標分為 4 個重要的構面，請問下列何者非其中的 4 個構面之一？ (*660), 顧客構面 , 財務構面 , 外部程序構面 , 學習與成長構面,201403,(*660),34
Ans1,41.在資訊時代，醫療企業掌握「贏」的最大關鍵在於?(*652),如何把資料轉換成資訊，再將資訊轉換成知識,如何把時間轉換成空間，再將空間轉換成人間,如何把人流轉換成物流，再將物流轉換成金流,如何把紙本轉換成電子檔，再將電子檔轉換成數位檔,201511,(*652),34
Ans2,48.醫療管理決策支援，採用資料倉儲或資料探勘的技術，以下列何者為主?(*653),"開放資料庫連結(Open Database Connectivity, ODBC)","線上分析處理(Online Analytical Processing, OLAP)","線上交易處理(Online Transaction Processing, OLTP)","開放系統互連標準(Open System Interconnection Standard, OSIS)",201511,(*653),34
Ans1,48.以下那一項不是平衡計分卡的績效評估指標?(*661),服務構面 ,顧客構面 ,內部程序構面 ,學習與成長構面,201603,(*661),34
Ans3,48. 對於醫院的資料倉儲(Data warehouse)和商業智慧系統(Business Intelligence System，BIS)應用的敘述，下列何者不正確？(*653),"具有資料純化(Extraction Transformation Loading, ETL)的功能","著重線上分析處理(Online Analytical Processing, OLAP)","著重線上交易處理(Online Transaction Processing, OLTP)",具備多維度分析(Multi-dimension Analysis)的功能,201610,(*653),34
Ans4,48. 下列何者不屬於一般商業智慧系統(BIS)發展應用所涵蓋的領域？(*653),儀表板(Dashboard),"資料純化(Extraction Transformation Loading, ETL)","線上分析處理(Online Analytical Processing, OLAP)",資料庫正規化(Database Normalization),201704,(*653),34
Ans1,49. 以下那一項不是平衡計分卡的績效評估指標？(*661),服務構面 ,顧客構面 ,內部程序構面 ,學習與成長構面,201704,(*661),34
Ans2,11. 醫療管理決策支援，採用資料倉儲或資料探勘的技術，以下列何者為主？(*653),"開放資料庫連結(Open Database Connectivity, ODBC)","線上分析處理(Online Analytical Processing, OLAP)","線上交易處理(Online Transaction Processing, OLTP)","開放系統互連標準(Open System Interconnection Standard, OSIS)",201804,(*653),34
Ans4,22.HL7 是制定一個 OSI 網路架構上的文件交換標準，此標準主要著重於各種不同系統間傳送和接收病患 ADT 資料(入院/掛號 出院和轉科)、查詢、資源和病排程、醫囑檢驗結果、臨床觀察結果、帳單、主檔更新資訊、病歷、病患轉診以及病患照護。其中 HL7 的 7 代表為何?(*35),是健康服務系統第七版 ,是健康照護第七功能,是就診時第七位病患 ,以上皆非,200811,(*35),35
Ans1,23.醫療影像儲存、交換、傳輸標準是採用國際通用的醫療影像標準DICOM，即是數位醫學影像及傳輸(Digital Imaging and Communications inMedicine)，主要是訂定各式(Modalities)醫療影像傳輸的標準規格，可應用在：(*35),電腦斷層(CT) ,實證醫學(EBM) ,診斷關聯群(DRG) ,以上皆非,200811,(*35),35
Ans2,24.下列何者為 IHE (Integrating the Healthcare Enterprise)的功能?(*35),提供跨醫院機構一個共通性的醫療語言,使不同的造影儀器製造商、系統廠商、醫院等彼此間能夠經由一套共通的準則、架構，並使用現有的相關醫療資訊標準，作為整合異質性環境時溝通所用,衛生主管機關做為疾病防治及公共衛生決策的重要參考資料,以上皆是,200811,(*35),35
Ans4,9.下列那一項應用系統不使用 DICOM 標準？ (*674),PACS ,CT ,MRI ,LIS,200909,(*674),35
Ans1,"43.對IHE，下列敘述何者為非？ (*673,676,683)",提供影像儀器製造商、系統廠商與病人間之共通語言,採用既有如HL7、DICOM標準制定共通的資訊交換規格,XDS係提供醫療院所間病歷分享交換規範,以物件導向之技術架構。,200909,"(*673,676,683)",35
Ans4,"47.下列醫療資訊相關標準的全名何者為非 (*673,95, 96)",DICOM (digital imaging and communications in medicine),HL7 (health level 7),"LONIC (logical observations, identifiers, names and codes)",UMLS (universal medical language system),200909,"(*673,95, 96)",35
Ans4,32.企業醫療資訊整合(IHE)中的 XDS-MS-IP 整合剖面，其功能為了 (*682),放射科的技術架構整合,資訊基礎建設的技術架構整合,檢驗科的技術架構整合,病患照護協調的技術架構整合,201003,(*682),35
Ans1,"15.對 IHE，下列敘述何者為非？ (*673,676,683)",提供影像儀器製造商、系統廠商與病人間之共通語言,採用既有如 HL7、DICOM 標準制定共通的資訊交換規格,XDS 係提供醫療院所間病歷分享交換規範,以物件導向之技術架構,201010,"(*673,676,683)",35
Ans4,47.下列那一項應用系統不使用DICOM標準？ (*674),PACS ,CT ,MRI ,LIS,201103,(*674),35
Ans1,"36: 對於 IHE，下列敘述何者為非 ? (*673,676,683)",使用 XLS 提供醫療院所間病歷分享交換規範,以物件導向之技術架構,採用既有如 HL7、DICOM 標準制定共通的資訊交換規格,提供影像儀器製造商、系統廠商與醫院間之共通語言,201303,"(*673,676,683)",35
Ans1,22. 對於 HIMSS 與 RSNA 聯合提出的企業醫療資訊整合 IHE，下列的敘述何者正確?(**674-6), IHE 的技術架構(TF)可以分為 Integrating Profiles、 Actors 和 Transactions 三大部分, IHE 是制定新的醫療資訊交換標準如 HL7、DICOM 等，而非使用標準, IHE 是 International Health Enhancement 的縮寫, IHE 提供影像儀器製造商、系統廠商與醫師和病人之間的共通語言,201311,(*674-6),35
Ans1,45. 企業醫療資訊整合的最主要原因為? (*674),醫療資訊間無法完善溝通,健保費用申報,疫情通報,醫療資訊管控,201311,(*674),35
Ans1,46. IHE(企業醫療資訊整合)以整合下列哪些系統為主? (*675)," HIS, RIS, PACS"," HIS, CIS, PACS"," NIS, RIS, PACS"," PIS, CIS, NIS",201311,(*675),35
Ans1,49. IHE 協會也協助資訊廠商舉辦產品的實機連測(Connectathons)和案例展示，讓醫療院所可以找到符合需求的產品，並達到資訊系統下列哪一項的目標。 (*666), 互操作性(Interoperability) , 整合性(Integrity), 合作性(Cooperation) , 可近性(Availability),201403,(*666),35
